0 -5 0.000328462 0.000138184 1.26982e-07
0 -4.6875 0.00130241 -0.00332498 1.27517e-05
0 -4.375 -0.0227581 -0.00826728 0.000586277
0 -4.0625 -0.0353198 0.105325 0.0123408
0 -3.75 0.329595 0.101475 0.11893
0 -3.4375 0.195855 -0.697414 0.524745
0 -3.125 -0.997845 -0.253612 1.06001
0 -2.8125 -0.219939 0.965391 0.980353
0 -2.5 0.631559 0.127439 0.415107
0 -2.1875 0.0491733 -0.279382 0.0804723
0 -1.875 -0.0835717 -0.0125737 0.00714232
0 -1.5625 -0.00211459 0.0169043 0.000290228
0 -1.25 0.00231216 0.000230953 5.39943e-06
0 -0.9375 1.59977e-05 -0.000213855 4.599e-08
0 -0.625 -1.33753e-05 -6.66347e-07 1.79344e-10
0 -0.3125 -1.40822e-08 5.65683e-07 3.20196e-13
0 0 1.61781e-08 0 2.6173e-16
0 0.3125 -7.78864e-12 -3.12871e-10 9.79487e-20
0 0.625 -4.09155e-12 2.03837e-13 1.67823e-23
0 0.9375 2.70664e-15 3.61821e-14 1.31647e-27
0 1.25 2.16363e-16 -2.16117e-17 4.72801e-32
0 1.5625 -1.09442e-19 -8.74894e-19 7.77416e-37
0 1.875 -2.39225e-21 3.59924e-22 5.85243e-42
0 2.1875 7.78518e-25 4.42321e-24 2.01709e-47
0 2.5 5.53025e-27 -1.11593e-27 3.1829e-53
0 2.8125 -1.06519e-30 -4.67547e-30 2.29947e-59
0 3.125 -2.67287e-33 6.79335e-34 7.6057e-66
0 3.4375 2.90162e-37 1.03323e-36 1.15175e-72
0 3.75 2.70071e-40 -8.31487e-41 7.9852e-80
0 4.0625 -1.60069e-44 -4.7733e-44 2.53466e-87
0 4.375 -5.70446e-48 2.07225e-48 3.68351e-95
0 4.6875 1.80559e-52 4.60956e-52 2.45082e-103
0.0005 -5 0.000132111 9.66329e-05 2.67913e-08
0.0005 -4.6875 0.00108541 -0.00320449 1.14469e-05
0.0005 -4.375 -0.022199 -0.0068354 0.000539518
0.0005 -4.0625 -0.0287901 0.103669 0.0115762
0.0005 -3.75 0.32719 0.0813576 0.113672
0.0005 -3.4375 0.154136 -0.698053 0.511035
0.0005 -3.125 -1.00681 -0.195416 1.05186
0.0005 -2.8125 -0.165376 0.981769 0.99122
0.0005 -2.5 0.647293 0.0930881 0.427654
0.0005 -2.1875 0.0346682 -0.288569 0.0844742
0.0005 -1.875 -0.0869926 -0.0084718 0.00763949
0.0005 -1.5625 -0.00133926 0.0177346 0.00031631
0.0005 -1.25 0.00244508 0.000133264 5.99618e-06
0.0005 -0.9375 7.83379e-06 -0.000227993 5.20422e-08
0.0005 -0.625 -1.43701e-05 -2.19036e-07 2.06548e-10
0.0005 -0.3125 1.01343e-08 6.09364e-07 3.71427e-13
0.0005 0 2.48436e-08 -6.59983e-09 6.60764e-16
0.0005 0.3125 7.94709e-09 -4.36606e-09 8.22187e-17
0.0005 0.625 8.21674e-09 -4.08597e-09 8.421e-17
0.0005 0.9375 8.66312e-09 -4.31335e-09 9.36547e-17
0.0005 1.25 9.32803e-09 -4.64429e-09 1.08582e-16
0.0005 1.5625 1.02882e-08 -5.12211e-09 1.32084e-16
0.0005 1.875 1.16562e-08 -5.80272e-09 1.69538e-16
0.0005 2.1875 1.36206e-08 -6.77989e-09 2.31487e-16
0.0005 2.5 1.65142e-08 -8.21888e-09 3.40269e-16
0.0005 2.8125 2.09679e-08 -1.04327e-08 5.48492e-16
0.0005 3.125 2.83075e-08 -1.4078e-08 9.99501e-16
0.0005 3.4375 4.17851e-08 -2.07612e-08 2.17702e-15
0.0005 3.75 7.17058e-08 -3.55381e-08 6.40468e-15
0.0005 4.0625 1.73955e-07 -8.50957e-08 3.75016e-14
0.0005 4.375 3.42561e-06 5.13826e-06 3.81366e-11
0.0005 4.6875 -8.78564e-06 -6.72811e-06 1.22455e-10
0.001 -5 0.00011312 0.000103714 2.35527e-08
0.001 -4.6875 0.000882491 -0.00309964 1.03866e-05
0.001 -4.375 -0.0215914 -0.00550613 0.000496507
0.001 -4.0625 -0.022566 0.101706 0.0108532
0.001 -3.75 0.323684 0.0618696 0.108599
0.001 -3.4375 0.113007 -0.696197 0.497461
0.001 -3.125 -1.01218 -0.137013 1.04329
0.001 -2.8125 -0.109615 0.994855 1.00175
0.001 -2.5 0.661133 0.0573268 0.440383
0.001 -2.1875 0.019282 -0.297094 0.0886366
0.001 -1.875 -0.090286 -0.00403761 0.00816787
0.001 -1.5625 -0.000485034 0.0185571 0.000344602
0.001 -1.25 0.00257991 2.35799e-05 6.6565e-06
0.001 -0.9375 -1.50781e-06 -0.000242615 5.88645e-08
0.001 -0.625 -1.54171e-05 3.16317e-07 2.37787e-10
0.001 -0.3125 3.95604e-08 6.6915e-07 4.49326e-13
0.001 0 3.53023e-08 6.64458e-10 1.2467e-15
0.001 0.3125 1.80289e-08 4.51878e-09 3.45459e-16
0.001 0.625 1.87206e-08 4.95426e-09 3.75006e-16
0.001 0.9375 1.97084e-08 5.34327e-09 4.16973e-16
0.001 1.25 2.14831e-08 5.88233e-09 4.96126e-16
0.001 1.5625 2.41189e-08 6.60387e-09 6.25331e-16
0.001 1.875 2.8013e-08 7.67309e-09 8.43605e-16
0.001 2.1875 3.39547e-08 9.30669e-09 1.23954e-15
0.001 2.5 4.35575e-08 1.1953e-08 2.04013e-15
0.001 2.8125 6.07239e-08 1.67062e-08 3.9665e-15
0.001 3.125 9.77499e-08 2.70888e-08 1.02888e-14
0.001 3.4375 2.22688e-07 6.43523e-08 5.37311e-14
0.001 3.75 -2.30597e-06 4.52181e-06 2.57642e-11
0.001 4.0625 5.36287e-06 -2.0631e-06 3.30167e-11
0.001 4.375 4.40168e-06 6.22637e-06 5.81425e-11
0.001 4.6875 1.11457e-05 -8.38135e-06 1.94473e-10
0.0015 -5 9.96344e-05 0.000106772 2.13273e-08
0.0015 -4.6875 0.000733766 -0.00299121 9.48575e-06
0.0015 -4.375 -0.0209587 -0.00424873 0.000457318
0.0015 -4.0625 -0.016666 0.0994811 0.0101742
0.0015 -3.75 0.319147 0.0430437 0.103707
0.0015 -3.4375 0.0726139 -0.691921 0.484028
0.0015 -3.125 -1.01397 -0.0786386 1.03433
0.0015 -2.8125 -0.052866 1.00456 1.01194
0.0015 -2.5 0.672962 0.0202609 0.453288
0.0015 -2.1875 0.00303735 -0.304884 0.0929637
0.0015 -1.875 -0.0934271 0.000731645 0.00872916
0.0015 -1.5625 0.00045095 0.0193668 0.000375278
0.0015 -1.25 0.00271607 -9.8833e-05 7.38679e-06
0.0015 -0.9375 -1.2141e-05 -0.000257693 6.65533e-08
0.0015 -0.625 -1.65304e-05 9.46749e-07 2.7415e-10
0.0015 -0.3125 6.10296e-08 7.44125e-07 5.57447e-13
0.0015 0 3.44889e-08 1.98138e-08 1.58207e-15
0.0015 0.3125 1.66876e-08 2.50489e-08 9.05923e-16
0.0015 0.625 1.75449e-08 2.66372e-08 1.01736e-15
0.0015 0.9375 1.86261e-08 2.85077e-08 1.15962e-15
0.0015 1.25 2.08775e-08 3.19169e-08 1.45456e-15
0.0015 1.5625 2.42238e-08 3.73485e-08 1.9817e-15
0.0015 1.875 2.98788e-08 4.62356e-08 3.03048e-15
0.0015 2.1875 4.01298e-08 6.2231e-08 5.48309e-15
0.0015 2.5 6.22548e-08 9.71434e-08 1.33125e-14
0.0015 2.8125 1.36568e-07 2.22049e-07 6.79567e-14
0.0015 3.125 -4.55551e-06 3.15752e-07 2.08523e-11
0.0015 3.4375 -4.72259e-06 -2.86068e-07 2.23847e-11
0.0015 3.75 4.42432e-06 -2.64851e-06 2.65892e-11
0.0015 4.0625 -2.26105e-06 -5.9757e-06 4.08214e-11
0.0015 4.375 4.22066e-06 -7.80305e-06 7.87015e-11
0.0015 4.6875 -7.94317e-06 1.44695e-05 2.72459e-10
0.002 -5 8.89617e-05 0.000108016 1.95816e-08
0.002 -4.6875 0.000535551 -0.00287069 8.52769e-06
0.002 -4.375 -0.020267 -0.00307354 0.0004202
0.002 -4.0625 -0.0110721 0.0969914 0.00952993
0.002 -3.75 0.313648 0.0249552 0.0989977
0.002 -3.4375 0.0331145 -0.685317 0.470756
0.002 -3.125 -1.0122 -0.0205287 1.02496
0.002 -2.8125 0.00465099 1.01082 1.02177
0.002 -2.5 0.682667 -0.0179984 0.466358
0.002 -2.1875 -0.0140376 -0.311869 0.0974594
0.002 -1.875 -0.0963901 0.0058372 0.00932513
0.002 -1.5625 0.00147133 0.0201584 0.000408524
0.002 -1.25 0.00285288 -0.000234722 8.19404e-06
0.002 -0.9375 -2.41831e-05 -0.000273201 7.52235e-08
0.002 -0.625 -1.77218e-05 1.66888e-06 3.16847e-10
0.002 -0.3125 6.46114e-08 8.22558e-07 6.80777e-13
0.002 0 1.18878e-08 3.83572e-08 1.61259e-15
0.002 0.3125 -6.93523e-09 4.54297e-08 2.11196e-15
0.002 0.625 -7.12766e-09 4.88721e-08 2.43928e-15
0.002 0.9375 -8.13497e-09 5.41719e-08 3.00077e-15
0.002 1.25 -9.67006e-09 6.43415e-08 4.23333e-15
0.002 1.5625 -1.30261e-08 8.35008e-08 7.14207e-15
0.002 1.875 -2.03745e-08 1.26336e-07 1.63758e-14
0.002 2.1875 -5.43928e-08 2.84424e-07 8.38557e-14
0.002 2.5 -2.45826e-06 -3.42307e-06 1.77604e-11
0.002 2.8125 -2.63973e-06 2.71692e-06 1.43498e-11
0.002 3.125 3.17865e-06 -2.84345e-06 1.8189e-11
0.002 3.4375 2.11995e-06 4.07848e-06 2.11282e-11
0.002 3.75 5.09461e-07 5.38141e-06 2.92191e-11
0.002 4.0625 6.31261e-06 2.7757e-06 4.75535e-11
0.002 4.375 -4.74382e-06 -8.71731e-06 9.84954e-11
0.002 4.6875 1.78346e-05 5.19061e-06 3.45014e-10
0.0025 -5 8.01042e-05 0.000108239 1.81323e-08
0.0025 -4.6875 0.000412179 -0.00276052 7.79034e-06
0.0025 -4.375 -0.0195438 -0.00199267 0.000385932
0.0025 -4.0625 -0.00580807 0.094291 0.00892452
0.0025 -3.75 0.307233 0.00762653 0.09445
0.0025 -3.4375 -0.00538913 -0.676468 0.457639
0.0025 -3.125 -1.0069 0.0370986 1.01523
0.0025 -2.8125 0.0627183 1.01355 1.03123
0.0025 -2.5 0.690156 -0.057321 0.479601
0.0025 -2.1875 -0.0319104 -0.317981 0.10213
0.0025 -1.875 -0.0991471 0.0112746 0.00995727
0.0025 -1.5625 0.00257835 0.0209259 0.000444541
0.0025 -1.25 0.00298959 -0.000384838 9.08578e-06
0.0025 -0.9375 -3.77571e-05 -0.000289112 8.50114e-08
0.0025 -0.625 -1.89967e-05 2.47165e-06 3.66983e-10
0.0025 -0.3125 4.79818e-08 8.84885e-07 7.85323e-13
0.0025 0 -3.39482e-08 3.60776e-08 2.45408e-15
0.0025 0.3125 -5.49394e-08 4.51641e-08 5.05814e-15
0.0025 0.625 -6.13055e-08 5.11966e-08 6.37946e-15
0.0025 0.9375 -7.5475e-08 6.22675e-08 9.57372e-15
0.0025 1.25 -1.10602e-07 9.0341e-08 2.03944e-14
0.0025 1.5625 -2.58597e-07 1.92427e-07 1.03901e-13
0.0025 1.875 1.48609e-06 -3.62387e-06 1.53409e-11
