-5 1.26982e-07
-4.99756 1.32038e-07
-4.99512 1.37288e-07
-4.99268 1.42739e-07
-4.99023 1.48401e-07
-4.98779 1.54279e-07
-4.98535 1.60383e-07
-4.98291 1.6672e-07
-4.98047 1.733e-07
-4.97803 1.8013e-07
-4.97559 1.87221e-07
-4.97314 1.94581e-07
-4.9707 2.02222e-07
-4.96826 2.10152e-07
-4.96582 2.18383e-07
-4.96338 2.26925e-07
-4.96094 2.35791e-07
-4.9585 2.44991e-07
-4.95605 2.54538e-07
-4.95361 2.64444e-07
-4.95117 2.74722e-07
-4.94873 2.85387e-07
-4.94629 2.96451e-07
-4.94385 3.0793e-07
-4.94141 3.19838e-07
-4.93896 3.32191e-07
-4.93652 3.45004e-07
-4.93408 3.58294e-07
-4.93164 3.72079e-07
-4.9292 3.86375e-07
-4.92676 4.01202e-07
-4.92432 4.16578e-07
-4.92188 4.32522e-07
-4.91943 4.49056e-07
-4.91699 4.66199e-07
-4.91455 4.83973e-07
-4.91211 5.02401e-07
-4.90967 5.21506e-07
-4.90723 5.41312e-07
-4.90479 5.61843e-07
-4.90234 5.83125e-07
-4.8999 6.05184e-07
-4.89746 6.28048e-07
-4.89502 6.51744e-07
-4.89258 6.76302e-07
-4.89014 7.01753e-07
-4.8877 7.28126e-07
-4.88525 7.55454e-07
-4.88281 7.83771e-07
-4.88037 8.1311e-07
-4.87793 8.43507e-07
-4.87549 8.74999e-07
-4.87305 9.07624e-07
-4.87061 9.41419e-07
-4.86816 9.76427e-07
-4.86572 1.01269e-06
-4.86328 1.05025e-06
-4.86084 1.08915e-06
-4.8584 1.12943e-06
-4.85596 1.17115e-06
-4.85352 1.21435e-06
-4.85107 1.25909e-06
-4.84863 1.30541e-06
-4.84619 1.35338e-06
-4.84375 1.40303e-06
-4.84131 1.45444e-06
-4.83887 1.50767e-06
-4.83643 1.56276e-06
-4.83398 1.61979e-06
-4.83154 1.67883e-06
-4.8291 1.73993e-06
-4.82666 1.80317e-06
-4.82422 1.86861e-06
-4.82178 1.93634e-06
-4.81934 2.00644e-06
-4.81689 2.07896e-06
-4.81445 2.15401e-06
-4.81201 2.23166e-06
-4.80957 2.312e-06
-4.80713 2.39512e-06
-4.80469 2.48111e-06
-4.80225 2.57006e-06
-4.7998 2.66207e-06
-4.79736 2.75725e-06
-4.79492 2.85569e-06
-4.79248 2.95751e-06
-4.79004 3.06281e-06
-4.7876 3.17171e-06
-4.78516 3.28433e-06
-4.78271 3.40078e-06
-4.78027 3.52119e-06
-4.77783 3.64569e-06
-4.77539 3.77441e-06
-4.77295 3.9075e-06
-4.77051 4.04508e-06
-4.76807 4.18731e-06
-4.76562 4.33433e-06
-4.76318 4.4863e-06
-4.76074 4.64337e-06
-4.7583 4.80572e-06
-4.75586 4.9735e-06
-4.75342 5.1469e-06
-4.75098 5.32609e-06
-4.74854 5.51125e-06
-4.74609 5.70258e-06
-4.74365 5.90027e-06
-4.74121 6.10453e-06
-4.73877 6.31555e-06
-4.73633 6.53356e-06
-4.73389 6.75877e-06
-4.73145 6.9914e-06
-4.729 7.2317e-06
-4.72656 7.47991e-06
-4.72412 7.73626e-06
-4.72168 8.00102e-06
-4.71924 8.27444e-06
-4.7168 8.5568e-06
-4.71436 8.84838e-06
-4.71191 9.14945e-06
-4.70947 9.46032e-06
-4.70703 9.78128e-06
-4.70459 1.01126e-05
-4.70215 1.04547e-05
-4.69971 1.08079e-05
-4.69727 1.11724e-05
-4.69482 1.15487e-05
-4.69238 1.19371e-05
-4.68994 1.2338e-05
-4.6875 1.27517e-05
-4.68506 1.31787e-05
-4.68262 1.36193e-05
-4.68018 1.4074e-05
-4.67773 1.45432e-05
-4.67529 1.50273e-05
-4.67285 1.55267e-05
-4.67041 1.6042e-05
-4.66797 1.65736e-05
-4.66553 1.71221e-05
-4.66309 1.76878e-05
-4.66064 1.82713e-05
-4.6582 1.88732e-05
-4.65576 1.9494e-05
-4.65332 2.01342e-05
-4.65088 2.07945e-05
-4.64844 2.14754e-05
-4.646 2.21775e-05
-4.64355 2.29016e-05
-4.64111 2.36481e-05
-4.63867 2.44178e-05
-4.63623 2.52113e-05
-4.63379 2.60294e-05
-4.63135 2.68727e-05
-4.62891 2.77421e-05
-4.62646 2.86382e-05
-4.62402 2.95618e-05
-4.62158 3.05138e-05
-4.61914 3.1495e-05
-4.6167 3.25061e-05
-4.61426 3.35481e-05
-4.61182 3.46218e-05
-4.60938 3.57282e-05
-4.60693 3.68682e-05
-4.60449 3.80428e-05
-4.60205 3.92529e-05
-4.59961 4.04996e-05
-4.59717 4.17839e-05
-4.59473 4.31068e-05
-4.59229 4.44696e-05
-4.58984 4.58732e-05
-4.5874 4.73188e-05
-4.58496 4.88077e-05
-4.58252 5.0341e-05
-4.58008 5.19201e-05
-4.57764 5.35461e-05
-4.5752 5.52204e-05
-4.57275 5.69443e-05
-4.57031 5.87192e-05
-4.56787 6.05466e-05
-4.56543 6.24279e-05
-4.56299 6.43646e-05
-4.56055 6.63582e-05
-4.55811 6.84102e-05
-4.55566 7.05224e-05
-4.55322 7.26963e-05
-4.55078 7.49336e-05
-4.54834 7.72362e-05
-4.5459 7.96056e-05
-4.54346 8.20439e-05
-4.54102 8.45528e-05
-4.53857 8.71343e-05
-4.53613 8.97903e-05
-4.53369 9.25228e-05
-4.53125 9.5334e-05
-4.52881 9.82259e-05
-4.52637 0.000101201
-4.52393 0.000104261
-4.52148 0.000107408
-4.51904 0.000110645
-4.5166 0.000113974
-4.51416 0.000117398
-4.51172 0.000120919
-4.50928 0.000124539
-4.50684 0.000128262
-4.50439 0.00013209
-4.50195 0.000136025
-4.49951 0.000140071
-4.49707 0.000144231
-4.49463 0.000148507
-4.49219 0.000152902
-4.48975 0.00015742
-4.4873 0.000162064
-4.48486 0.000166837
-4.48242 0.000171742
-4.47998 0.000176783
-4.47754 0.000181963
-4.4751 0.000187287
-4.47266 0.000192756
-4.47021 0.000198376
-4.46777 0.00020415
-4.46533 0.000210083
-4.46289 0.000216177
-4.46045 0.000222437
-4.45801 0.000228868
-4.45557 0.000235474
-4.45312 0.000242258
-4.45068 0.000249226
-4.44824 0.000256383
-4.4458 0.000263732
-4.44336 0.000271279
-4.44092 0.000279029
-4.43848 0.000286986
-4.43604 0.000295156
-4.43359 0.000303545
-4.43115 0.000312157
-4.42871 0.000320997
-4.42627 0.000330073
-4.42383 0.000339389
-4.42139 0.000348951
-4.41895 0.000358766
-4.4165 0.000368839
-4.41406 0.000379176
-4.41162 0.000389785
-4.40918 0.000400672
-4.40674 0.000411843
-4.4043 0.000423305
-4.40186 0.000435066
-4.39941 0.000447132
-4.39697 0.000459511
-4.39453 0.00047221
-4.39209 0.000485236
-4.38965 0.000498599
-4.38721 0.000512305
-4.38477 0.000526362
-4.38232 0.00054078
-4.37988 0.000555565
-4.37744 0.000570728
-4.375 0.000586277
-4.37256 0.000602221
-4.37012 0.000618569
-4.36768 0.00063533
-4.36523 0.000652514
-4.36279 0.000670132
-4.36035 0.000688192
-4.35791 0.000706705
-4.35547 0.000725681
-4.35303 0.000745132
-4.35059 0.000765067
-4.34814 0.000785498
-4.3457 0.000806437
-4.34326 0.000827894
-4.34082 0.000849881
-4.33838 0.000872411
-4.33594 0.000895495
-4.3335 0.000919146
-4.33105 0.000943377
-4.32861 0.000968201
-4.32617 0.000993631
-4.32373 0.00101968
-4.32129 0.00104636
-4.31885 0.00107369
-4.31641 0.00110168
-4.31396 0.00113035
-4.31152 0.0011597
-4.30908 0.00118976
-4.30664 0.00122055
-4.3042 0.00125207
-4.30176 0.00128434
-4.29932 0.00131738
-4.29688 0.00135121
-4.29443 0.00138584
-4.29199 0.00142129
-4.28955 0.00145757
-4.28711 0.00149471
-4.28467 0.00153273
-4.28223 0.00157164
-4.27979 0.00161145
-4.27734 0.0016522
-4.2749 0.0016939
-4.27246 0.00173657
-4.27002 0.00178022
-4.26758 0.00182489
-4.26514 0.00187059
-4.2627 0.00191734
-4.26025 0.00196517
-4.25781 0.00201409
-4.25537 0.00206413
-4.25293 0.00211532
-4.25049 0.00216767
-4.24805 0.00222121
-4.24561 0.00227597
-4.24316 0.00233196
-4.24072 0.00238922
-4.23828 0.00244777
-4.23584 0.00250763
-4.2334 0.00256883
-4.23096 0.0026314
-4.22852 0.00269537
-4.22607 0.00276076
-4.22363 0.0028276
-4.22119 0.00289592
